ID,TEXT,LABEL
110,"After falling some five hundred miles further they found themselves surrounded by what seemed an ocean of fire, but still the internal temperature had only risen from seventy to ninety-five. The engines were well under control. Only about a fourth of the total R. Force was being developed, and the Astronef was dropping swiftly, but steadily. Redgrave, who was in the conning-tower controlling the engines, beckoned to Zaidie and said: ""Shall we go on?"" ""Yes,"" she said. "" Now we've got as far as this I want to see what Jupiter is like, and where you are not afraid to go, I'll go."" ""If I'm afraid at all it's only because you are with me, Zaidie,"" he replied, ""but I've only got a fourth of the power turned on yet, so there's plenty of margin."" [SNIPPET] Professor Ariel had cast everything overboard with maniacal celerity, and now, clad only in his undershirt and trousers, was hacking at the trailing ladder to cut that off. The balloon had risen some fifty or a hundred feet. It now halted irresolute. Could it recover itself and mount? or would it lose courage and fall, dragging its passengers to a certain death? But far more fearful than the latter imminent danger was the sight of the threatening sky. Not one of these imperilled people had ever seen such whirling masses of mad, black, revengeful clouds. These centred from all sides upon the site of the lost city.",0
910,"Morely picked up the headband. "" Do you have more than one of these?"" ""Yes, sir. We made four of the prototypes and tested them thoroughly."" Bond stepped forward. "" I sent a report in on them yesterday."" [SNIPPET] Philip followed, rounded the corner just in time to see the white-tipped tail disappear into the ancient dog house. Disappointment numbed him. That was where the rose had been then—stored away for safe-keeping like an old and worthless bone. But the rose was fresh, he reminded himself. Did dog houses have back doorways? This one did, he saw, kneeling down and peering inside. A lovely back doorway, rimmed with shimmering blue. It framed a familiar vista, in the foreground of which a familiar green-rosebush stood. Beneath the rosebush Zarathustra sat, wagging his tail.",0
1207,"A con man, you would call it."" ""Forget that. Please. I spoke out of turn."" ""Well, you see, maybe a man like that is just what Mars does need. [SNIPPET] We shut off all the electrical equipment and took down some of the wires so we could balance the acceleration fields."" ""Well, if he's on foot, we could send a car out there. We'd get there before he does. Uh ... wouldn't we?"" ""Maybe. But he'll kill himself if he sees he's trapped."" That wasn't quite true. Bern was ready to fight to the death, and he had a heavy pistol to back him up.",0
1100,"""But isn't there some other way? Perhaps if you went out and talked to them...."" ""You know there's no other way. Those people believe you've brought disaster to the human race and they mean to kill you. And if you don't hurry they will,"" Towney said urgently. "" The time machine is set for twenty years in the future. [SNIPPET] The history books say that you married Miss Sayles—and here is Mrs. Johns-Hayes to prove it."" The Colonel scratched his chin again as he looked at Mrs. Johns-Hayes. "" Is that so? Is that so? What's all this about history books?",1
1591,"""Captain! Here comes Cully!"" the midshipman shouted from the airlock. "" Look what they've done to him!"" The old man's grey eyes took in the spectacle without visible emotion. He watched the pathetic, bleeding yellow plastic sack crawl up to the ship and look up. [SNIPPET] ""Look,"" he said, waving the hammer. "" You know what I have here? You know what I'm going to do with it? I'm going to start on you—first."" He smiled. "" Birds of a feather, that's what you are—the three of you."" The room was silent. ""Are you coming out?",0
169,"A culture of twenty worlds was the same as already destroyed, and he was held in a maddening quagmire of helplessness by a crafty alcoholic and a dog with the mind of a small child. ""Ah ... my boy!"" Rockford came out of the cabin, beaming as though nothing had ever happened. "" Look to your left, among those ghost trees—Narf is demonstrating his quick-draw skill to Sonig. Narf is supposed to be a very dangerous man, you know."" Hunter looked, and saw Narf whipping up the blunt, ugly spread-beam blaster—known to soldiers as the Coward's Special, because at short range it could not miss and would always cripple and blind a man for life even though it would not always kill him. [SNIPPET] Melinda shook her blonde head helplessly. "" What are your economic circumstances?"" Melinda took a deep rasping breath, said, ""Listen, mister, is this a demonstration or a quiz program?"" ""Oh, my excuse. Demonstration, certainly. You will not mind the questions?"" ""Questions?"" There was an ominous glint in Melinda's blue eyes.",0
430,"She was, I found, a girl, and not a boy. Despite her bulky appearance, due to the peculiar belt strapped around her body high up under the arms, she was very slender, and very pretty. There was a stream not far away, from which I brought water and bathed her face and wound. Apparently the mystery of these long leaps, the monkey-like ability to jump from bough to bough, and of the bodies that floated gently down instead of falling, lay in the belt. The thing was some sort of anti-gravity belt that almost balanced the weight of the wearer, thereby tremendously multiplying the propulsive power of the leg muscles, and the lifting power of the arms. When the girl came to, she regarded me as curiously as I did her, and promptly began to quiz me. Her accent and intonation puzzled me a lot, but nevertheless we were able to understand each other fairly well, except for certain words and phrases. [SNIPPET] The invisible monster had returned. Thad heard its claws scratching across the door again. And he heard another dreadful sound—not the long, shrill scream that had so grated on his nerves before, but a short, sharp coughing or barking, a series of shrill, indescribable notes that could have been made by no beast he knew. The decision to open the door cost a huge effort of Thad's will. For hours he had waited, thinking desperately. And the thing outside the door had waited as patiently, scratching upon it from time to time, uttering those dreadful, shrill coughing cries.",0
1555,"Well, one day we lowered for a pod of four or five whales, and my boat fastened to one of them; a regular circus horse he was, too, that went milling and milling round so, that my boat’s crew could only trim dish, by sitting all their sterns on the outer gunwale. Presently up breaches from the bottom of the sea a bouncing great whale, with a milky-white head and hump, all crows’ feet and wrinkles.”  “It was he, it was he!” cried Ahab, suddenly letting out his suspended breath.  “And harpoons sticking in near his starboard fin.”  “Aye, aye—they were mine—my irons,” cried Ahab, exultingly—“but on!” [SNIPPET] At the end of the church a lamp was burning, the wick of a night-light in a glass hung up. Its light from a distance looked like a white stain trembling in the oil. A long ray of the sun fell across the nave and seemed to darken the lower sides and the corners.  “Where is the cure?” asked Madame Bovary of one of the lads, who was amusing himself by shaking a swivel in a hole too large for it.  “He is just coming,” he answered.  And in fact the door of the presbytery grated; Abbe Bournisien appeared; the children, pell-mell, fled into the church.  “These young scamps!” murmured the priest, “always the same!”",0
942,"""No, I'd have to look it up."" ""Probably newness."" ""Or taxes."" ""Or maybe even slander."" ""Is that on the prescribed antisocial list now?"" ""Oh, yes. It was passed just before the destructive criticism law."" ""Think he'll try this messy business again?"" [SNIPPET] I shall make others of my type."" Again that weird process began, but now there were no flashing tentacles. There was only the weird glow of forces that played with, and laughed at matter, and its futilely resisting electrons. Lurid flares of energy shot up, now and again they played over the fighting, mingling, dancing forces. Then suddenly the whine of transmuted air died, and again the forces strained. A small cylinder, smaller even than its creator, floated where the forces had danced. ""The problem has been solved, F-2?"" asked Roal.",0
257,"Come, man, let's go inside."" A sudden light broke upon the face of the younger man, the light of a heaven-sent inspiration. He looked into his friend's face, and told a direct lie. ""Odd,"" he said, ""I myself was just coming to see you. I have something of great importance to test your confidence with. [SNIPPET] I was hard at work before three days were past, not writing, as explained, but reading, making notes, and gathering material from the library for future use. It was in chance moments that these curious flashes came, catching me unawares with a touch of surprise that sometimes made me start. For they proved that my under-mind was still conscious of the Shadow, and that far away out of sight lay the cause of it that left me with a vague unrest, unsettled, seeking to ""nest"" in a place that did not want me. Only when this deeper part knows harmony, perhaps, can good brainwork result, and my inability to write was thus explained. Certainly, I was always seeking for something here I could not find—an explanation that continually evaded me. Nothing but these trivial hints offered themselves. Lumped together, however, they had the effect of defining the Shadow a little. I became more and more aware of its very real existence.",1
1216,"Help him in when you get there."" When I walked through Screwball Square again, some college kids were yelling ""wheah's your redlines"" at old Charlie, the last of the Wobblies. Old Charlie kept roaring: ""The hell with your breadlines! I'm talking about atomic bombs. Right—up—there!"" And he pointed at the Moon. [SNIPPET] Again and again they flash across history, bringing down an ancient empire, turning ordinary soldiers of the line into unkillable demons of battle, uprooting cultures, breathing new life into moribund peoples.  ""There are common denominators among all the adventurers. Intelligence, of course. Other things are more mysterious but are always present.",1
609,"Just you hold on to that rod until the race is over. And when you come back, give it to Pat immediately. Understand?"" ""Yes. But I feel so—so lightheaded—"" ""That's because you're featherbrained,"" I advised him. "" Now, get going. Giddyap, Dobbin!"" [SNIPPET] EACH BOOK ONLY 40c (plus 5c handling charge) PYRAMID BOOKS, Dept. F774, 444 Madison Ave., New York 22, N Please send me the following books. Each book 40c plus 5c handling charge. I enclose $_________________. F783 F771 F742 F733 F732 F722 F703 F698 F693 F",0
553,"I'll get your Drinko back. Those dirty thieves, I'll get it back."" I held him under one arm, his pants dripping. I think I looked like a Pekinese, with my hair over my eyes. I went to the 'phone, dialed Harry's number, and got the same routine. ""I don't have the wrong dimension,"" I cried before the operator could hang up. "" This is an emergency. [SNIPPET] Harry was gone. The GG, minus one, was gathered around. Mel said, ""It was a dilute solution of cerium nitrate. We figured the percentage on the basis of the pill Frank swiped. Hope you aren't poisoned."" ""No."" My voice was weak, ""Need it.",0
832,"But there were wheels within wheels here. Martin was too confident, too debonaire. Something was going on which Watt did not understand. ""All right, Raoul,"" he said decisively. "" Relax for a minute. I said relax! We don't want Nick here suing you for assault and battery, do we? Your artistic temperament carries you away sometimes. [SNIPPET] the commissioner roared. ""He's sitting on top of that hill. He's a thousand feet tall. His head is way up in the sky and his voice is like thunder. How can you arrest anybody like that?"" Everywhere in the System, revolt was flaming. New marching songs rolled out between the worlds, wild marching songs that had the note of anger in them. Weapons were brought out of hiding and polished. New standards were raised in an ever-rising tide against oppression.",0
373,"I’m spoilt.  “I’m spoilt by this rich idle way of living, until every habit is wrong, every taste wrong. The world is wrong. People can be ruined by wealth just as much as by poverty. Do you think I wouldn’t face life with you if I could, if I wasn’t absolutely certain I should be down and dragging in the first half-mile of the journey? Here I am—damned! Damned! But I won’t damn you. You know what I am! [SNIPPET] He had it, and he was set on having it carried out. ""Think,"" he said, ""of the uplifting effect of it! On the highest spot in the cemetery will stand my noble tomb, loud-speaking in all directions the solemn and holy words and music I have collected in my fourteen volumes. All who enter the cemetery will hear; all will be ennobled and uplifted.""",0
250,"Nor in these rooms could Chichikov detect the least trace of a feminine hand, beyond the fact that certain tables and chairs bore drying-boards whereon were arranged some sprinklings of flower petals.  “What is all this rubbish for?” asked Platon.  “It is not rubbish,” replied the lady of the house. “ On the contrary, it is the best possible remedy for fever. Last year we cured every one of our sick peasants with it. Some of the petals I am going to make into an ointment, and some into an infusion. [SNIPPET] With that Chichikov bid Selifan quicken his pace, and concluded: “After all, it is as well that I encountered the procession, for they say that to meet a funeral is lucky.”  Presently the britchka turned into some less frequented streets, lines of wooden fencing of the kind which mark the outskirts of a town began to file by, the cobblestones came to an end, the macadam of the highroad succeeded to them, and once more there began on either side of the turnpike a procession of verst stones, road menders, and grey villages; inns with samovars and peasant women and landlords who came running out of yards with seivefuls of oats; pedestrians in worn shoes which, it might be, had covered eight hundred versts; little towns, bright with booths for the sale of flour in barrels, boots, small loaves, and other trifles; heaps of slag; much repaired bridges; expanses of field to right and to left; stout landowners; a mounted soldier bearing a green, iron-clamped box inscribed: “The —th Battery of Artillery”; long strips of freshly-tilled earth which gleamed green, yellow, and black on the face of the countryside. With it mingled long-drawn singing, glimpses of elm-tops amid mist, the far-off notes of bells, endless clouds of rocks, and the illimitable line of the horizon.  Ah, Russia, Russia, from my beautiful home in a strange land I can still see you! In you everything is poor and disordered and unhomely; in you the eye is neither cheered nor dismayed by temerities of nature which a yet more temerarious art has conquered; in you one beholds no cities with lofty, many-windowed mansions, lofty as crags, no picturesque trees, no ivy-clad ruins, no waterfalls with their everlasting spray and roar, no beetling precipices which confuse the brain with their stony immensity, no vistas of vines and ivy and millions of wild roses and ageless lines of blue hills which look almost unreal against the clear, silvery background of the sky. In you everything is flat and open; your towns project like points or signals from smooth levels of plain, and nothing whatsoever enchants or deludes the eye.",1
1210,"In actual practice, however, two types of batteries are used; both the foco batteries and broadcast batteries. Foco batteries are twin batteries, arranged to shoot a positive and a negative beam in the same direction. When these beams are made intermittent at light frequencies (though they are not light waves, nor of the same order as light waves) and are brought together, or focussed, at a given spot, the space in which they cross radiates alternating ultronic current in every direction. This radiated ultralight acts like true light so long as the crossing beams vibrate at light frequencies, except in three respects: first, it is not visible to the eye; second, its ""color"" is exclusively dependent on the frequency of the foco beams, which determine the frequency of the alternating radiation. Material surfaces, it would appear, reflect them all in equal value, and the color of the resultant picture depends on the color of the foco frequencies. By altering these, a reddish, yellowish or bluish picture may be seen. In actual practice an orthochromatic mixture of frequencies is used to give a black, gray and white picture. [SNIPPET] Well, that simplifies matters,"" she continued. "" You see, if you were technically classed as a family man, I could take you back only as an invited exchange and I, being unmarried, and no relation of yours, couldn't do the inviting."" She gave me a brief outline of the very peculiar social and economic system under which her people lived. At least it seemed very peculiar from my 20th Century viewpoint. I learned with amazement that exactly 492 years had passed over my head as I lay unconscious in the mine. Wilma, for that was her name, did not profess to be a historian, and so could give me only a sketchy outline of the wars that had been fought, and the manner in which such radical changes had come about.",1
1252,"I can no longer bear the crushing burden of life as I once could. So, after last night's bitter experience, I say good-by. The cares of this world will soon drop away like a cloak of thorns and I shall know peace. By the time you find this, I will be gone.'"" ""Gosh,"" said Willy brokenly, ""he didn't even get to see how the 5000-mile Speedway Race was going to come out."" ""Or the Solar Series,"" Eddie said, with large mournful eyes. ""Or whether Mrs. McGarvey got her eyesight back,"" added Morty. ""There's more,"" said Lou, and he began reading aloud again: ""'I, Harold D. Ford, etc., [SNIPPET] We argued all the time, except at midday, when she went outside to get our lunch. She stumbled a little and fell half against my shoulder. I moved toward her to hold her up, and it was the most natural thing in the world to take her in my arms and kiss her. She must have thought so, too; she responded beautifully—for an Onist. After lunch, Nari did not mention the kiss, nor did I. It now seemed the most natural thing in the world not to talk about it. We argued some more, Nari defending her primitive beliefs, I trying to show her the light of truth. But it was no use: the war had been fought and the war would continue. Later that day we set out.",0
288,"Unto these Sir Tristram made reply: ""Sir, I am Sir Tristram of Lyonesse, son of King Meliadus of that land, and nephew of King Mark of Cornwall. I am come to do battle upon behalf of the King of Cornwall, to release him from the demands of truage made by the King of Ireland."" Quoth Sir Marhaus: ""Messire, are you a knight of approval and of battles?"" "" Nay,"" said Sir Tristram, ""I have only been created knight these three days."" [SNIPPET] He exploded in loud sentences. “ B’jiminey, we’re generaled by a lot ’a lunkheads.”  “More than one feller has said that t’-day,” observed a man.  His friend, recently aroused, was still very drowsy. He looked behind him until his mind took in the meaning of the movement. Then he sighed. “",0
636,"And I talked to the small-fry. It was a tenement the day before, I'd stake a lot on it."" There was a silence before Randolph answered. ""Well?"" ""Well, then a few little things. A narcotics man came to see me. [SNIPPET] Dimly at first, in the painful throbbings of returning consciousness, Blaine knew he was in one of the Llott workshops where machines hummed and pounded and where many operatives were busily engaged. A cool hand stroked his aching brow and he opened his eyes. Ulana! They had spared her. Alert on the instant, he was acutely aware of the babbling of voices close at hand. Ianito was there, at the base of the huge telescope, talking with Dantor, his voice raised excitedly. The monorail crew stood by, and he noted with grim satisfaction that several of them were as badly damaged as he could wish.  His gaze returned to the sweet face that bent so near. Weakly he drew the golden head to his breast; held it there a moment, thinking, hoping, planning.",0
348,"And we should be seeing who wanted to kill Bedler."" ""What about Manager Kurt?"" ""Have Lee call the Baltimore police while I try to locate the murder weapon. At least they can search his home for drugs."" George went back to the parlor and Sordman stripped to his yellow vest. From the pockets of his morning coat he removed a leather case and a tiny plastic package. Unfolded, the plastic became a thin red robe with a yellow bomb-burst on the back. He called it his battle robe. Habit played a big part in the development of Talent. [SNIPPET] ""This is the examination room,"" his Steel-Blue said, almost contemptuously. A green effulgence surrounded him. There was a hiss. Simultaneously, as the tiny microphone on the outside of his suit picked up the hiss, he felt a chill go through his body. Then it seemed as if a half dozen hands were inside him, examining his internal organs. His stomach contracted. He felt a squeeze on his heart. His lungs tickled.",0
1468,"The place was falling to pieces, because Buck wouldn't lift a hand to do any work around—his ma just couldn't handle him at all. Fences were down, and the yard was all weedgrown, and the house needed some repairs—but all Buck ever did was hang around town, trying to rub up against some of the tough customers who drank in the Once Again Saloon, or else he'd ride up and lie around under the trees along the top of the Pass and just think—or, like he was today, he'd practise drawing and throwing down on trees and rocks. Guess he always wanted to be tough. Really tough. He tried to walk with tough men, and, as we found out later, just about all he ever thought about while he was lying around was how he could be tougher than the next two guys. Maybe you've known characters like that—for some damfool reason they just got to be able to whup anybody who comes along, and they feel low and mean when they can't, as if the size of a man's fist was the size of the man. [SNIPPET] I don't believe that spermatozoa and an ovum, if not allowed to cuddle up together, add up to murder."" ""That isn't what I meant—"" ""You were getting around to it—which means you've run out of good arguments."" ""No.",1
1220,"Through it all, Rawson had clung to his flame-thrower; unconsciously his hand had held fast to the bent handle of the cylindrical weapon. Now he set it down slowly upon the floor, then straightened his aching body laboriously. Loah's light was still gleaming. He saw her eyes searching for his, half in terror, half in wonderment. Strange men with strange thundering weapons—he knew she was wondering if they still dared hope, wondering if these warriors of Rawson's race might be able to work further magic. Dean put one arm tenderly about her and drew her close and his other hand came to rest upon Smithy's shoulder. ""It's the end, dear,"" he told the girl softly. "" [SNIPPET] The police tried to break it up and failed. The troops were ordered out and the people fought them until the voice told them to disband peaceably and go to their homes. Throughout Mars it was the same. In a dozen places in Sandebar the voice spoke. It spoke in a dozen places, out of empty air, in Malacon and Alexon and Adebron. Tom Brown, vanishing into the air after his speech was done, reappeared a few minutes later in Adebron and there the police, warned of what had happened in Sandebar, opened fire upon him when he stood on a park bench to address the people.",0
529,"Help yourself, but you won't find anything."" The scouter was a speeding dot on the horizon when Farrell crawled into his sleeping cubicle a short time later, leaving Stryker to mutter over his litter of notes. Sleep did not come to him at once; a vague sense of something overlooked prodded irritatingly at the back of his consciousness, but it was not until drowsiness had finally overtaken him that the discrepancy assumed definite form. He recalled then that on the first day of the Marco's planetfall one of the pink fishers had fallen from a casting ledge into the water, and had all but drowned before his fellows pulled him out with extended spear-shafts. Which meant that the fishers could not swim, else some would surely have gone in after him. And the Marco's crew had explored Arz exhaustively without finding any slightest trace of boats or of boat landings. The train of association completed itself with automatic logic, almost rousing Farrell out of his doze. ""I'll be damned,"" he muttered. "" [SNIPPET] For you must taste fear now as you have made other men drink of it, so that it fills your blood and races through your body, clouds your mind to make of you less than a man. You have hunted out those who doubted your power, who stood in your chosen path, whom you wanted removed from the earth of Khatka. Do you doubt that they wait in the last dark for you now, ready to greet you, witch doctor? What they have known, you shall also know.",0
604,"If he were the boy again knowing all he knew today, still the flaw would be there and sooner or later the same thing must have happened that had happened twenty years ago. He had been born for a wilder age, when men took what they wanted and held what they could without respect for law. Obedience was not in him, and so— As vividly as on that day it happened he felt the same old surge of anger and despair twenty years old now, felt the ray-gun bucking hard against his unaccustomed fist, heard the hiss of its deadly charge ravening into a face he hated. [SNIPPET] At least there’s one ship which is nearest by a very long way.” “Hah!” grunted the skipper. “ Then we’ll pay him a visit. Keep an open line, Mr. Baird!”",0
989,"This morning."" ""How about those across the ocean? Are they stopping, too? They're not going to feed up their soldiers? [SNIPPET] Floodlights spilled brilliance over the dunes and the scrubby earth, high fences casting laced shadows across the burning white expanses of ferroconcrete. As they filed out of the briefing shack, Steinhart climbed into the command car with Kimball. Chance or design? Kimball wondered. The others, he noticed, were leaving both of them alone. “We haven’t gotten on too well, have we, Colonel?”",0
603,"The guy was nuts on the subject of perspective. I thought he knew all there was to know about it already, but he claimed nobody knew anything about it, really. Said he'd been studying it for years, and the more he learned about it the more there was to learn. He used to cover big sheets of paper with complicated diagrams trying to prove something or other to himself. I'd come into the studio and find him with thumb tacks and strings and stuff all over the place. [SNIPPET] he asked. Hellman rolled a tiny tube in the palm of his hand. "" It's called Pvastkin's Plugger. The label reads: warning! highly dangerous! pvastkin's plugger is designed to fill holes or cracks of not more than two cubic vims. however—the plugger is not to be eaten under any circumstances. the active ingredient, ramotol, which makes pvastkin's so excellent a plugger renders it highly dangerous when taken internally.""",0
1039,"""Yes. There are only a few colonists there—not more than twenty-five. The war with the Agronians started just after the settlement was established and the government never had a chance to send out more colonists. Father showed me the approximate location—"" ""The Agronians have probably destroyed the base by now,"" Emmett said. But his senses were tingling with new hope. Gloria shook her head. "" I don't think so. The enemy has studied the remains of our warships but there's a good chance that the information never fell into their hands."" [SNIPPET] An elegant civilian, a large man with patient, drooping features, stated that nothing had occurred to change the economic situation. Another reported that unofficial channels of information were holding up as well as could be expected. A uniformed officer summarized the battle situation in two more star systems. ""Those are positions we actually desire to hold, are they not?"" Hennings asked. "" Is action to be taken there?"" ""Plans call for local civilian riots at the height of the conference, sir.""",0
